"","t","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw.x","vw.y","vw"
"5806",1666890240000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.55,NA,NA,NA,NA,NA,NA,6.5,NA,NA,4.8,4.24,NA,NA,2.9118,2.5485,1.17,0.5071,0.223,NA,NA,NA,NA,NA,NA,NA
"5807",1666890300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.835,4.37,NA,NA,3,2.5983,1.21,0.5,0.235,NA,NA,NA,NA,NA,NA,NA
"5808",1666890360000,NA,NA,NA,NA,NA,NA,NA,NA,18,17.05,NA,NA,14.35,NA,NA,NA,NA,NA,NA,8.7925,NA,NA,NA,6.05,NA,4.9482,4.45,3.9389,NA,3.0955,2.6745,1.225,0.529,0.2394,NA,0.07,0.04,NA,NA,NA,NA
"5809",1666890420000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.11,NA,NA,NA,NA,5.0083,4.4986,NA,3.5455,3.05,2.7085,1.2545,0.5305,0.2471,NA,NA,NA,NA,NA,NA,NA
"5810",1666890480000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.02,NA,NA,NA,NA,NA,NA,6.8917,6.24,NA,5.0574,4.5261,4.0829,3.5976,NA,2.7392,1.2742,0.55,NA,NA,NA,NA,NA,0.02,NA,NA
"5811",1666890540000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.582,NA,NA,NA,5.1222,4.6157,4.1,NA,3.1773,2.7565,1.3025,0.5511,0.24,NA,NA,NA,NA,NA,NA,NA
"5812",1666890600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,5.7933,5.2,4.6125,4.16,3.6767,NA,2.8247,1.3234,0.57,0.2483,NA,NA,NA,NA,NA,NA,NA
"5813",1666890660000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.68,NA,NA,NA,5.21,4.65,NA,3.6409,3.22,2.8017,1.3125,0.5689,0.25,NA,NA,NA,NA,NA,NA,NA
"5814",1666890720000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,5.1517,4.65,4.14,3.654,3.195,2.801,1.3082,0.56,0.2467,NA,NA,NA,NA,NA,NA,NA
"5815",1666890780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.34,NA,NA,NA,NA,5.1713,NA,4.15,NA,NA,2.8111,1.315,0.56,NA,NA,NA,NA,NA,NA,NA,NA
"5816",1666890840000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6467,NA,NA,5.85,5.2447,4.66,4.1433,NA,3.2433,2.85,1.3233,0.57,NA,0.12,0.07,NA,NA,NA,NA,NA
"5817",1666890900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,NA,NA,NA,NA,NA,NA,NA,6.35,NA,5.15,4.666,4.1,3.65,NA,2.8182,NA,0.5667,NA,NA,NA,NA,NA,NA,NA,NA
"5818",1666890960000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.12,11.28,NA,9.7,NA,8.2505,NA,6.9,6.195,NA,4.909,4.575,4.0519,3.5953,NA,2.664,1.2717,0.5259,0.236,NA,NA,NA,NA,NA,NA,NA
"5819",1666891020000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.45,NA,NA,NA,11.1,NA,NA,NA,NA,NA,NA,NA,NA,5.0167,4.5264,4,NA,3.11,2.7192,1.26,NA,0.24,NA,NA,NA,NA,NA,NA,NA
"5820",1666891080000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.55,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,3.1,NA,1.26,0.5283,0.2361,NA,NA,NA,NA,NA,NA,NA
"5821",1666891140000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,12.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55,NA,2.69,1.27,0.535,0.24,NA,NA,NA,NA,NA,NA,NA
"5822",1666891200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,4.5045,4.075,NA,NA,NA,1.28,NA,0.25,NA,NA,NA,NA,NA,NA,NA
"5823",1666891260000,NA,NA,NA,NA,NA,NA,NA,19.3,NA,17.45,NA,NA,14.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,NA,5.1657,4.6423,4.1333,NA,NA,2.7682,1.308,0.5611,0.25,NA,NA,NA,NA,NA,NA,NA
"5824",1666891320000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.65,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,6.25,5.75,5.1,4.63,4.06,3.5901,NA,2.79,1.292,0.5683,0.2467,0.12,NA,NA,NA,NA,NA,NA
"5825",1666891380000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,4.9497,4.425,4,NA,3,2.7,1.2332,0.53,0.24,NA,NA,NA,NA,NA,NA,NA
"5826",1666891440000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.91,4.39,3.875,3.42,3,2.6362,NA,0.525,0.23,0.12,NA,NA,NA,NA,NA,NA
"5827",1666891500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2.6158,1.2033,0.52,0.23,NA,NA,NA,NA,NA,NA,NA
"5828",1666891560000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.89,NA,NA,NA,NA,4.8667,NA,3.85,3.4,NA,2.6013,1.2,0.52,NA,NA,NA,NA,NA,NA,NA,NA
"5829",1666891620000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.87,4.3,3.85,NA,NA,2.6001,1.1986,0.51,0.24,NA,NA,NA,NA,NA,NA,NA
"5830",1666891680000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,NA,NA,NA,4.35,NA,NA,NA,2.5925,1.19,0.52,0.23,0.11,NA,NA,NA,NA,NA,NA
"5831",1666891740000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.335,NA,3.38,NA,2.597,1.202,0.51,0.23,0.12,NA,NA,NA,NA,NA,NA
"5832",1666891800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.15,NA,NA,NA,NA,6.72,NA,NA,4.9425,4.4,3.94,3.45,NA,2.63,1.2167,0.5289,NA,0.12,NA,0.04,NA,NA,NA,NA
"5833",1666891860000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.935,4.4222,3.95,NA,NA,2.6372,1.21,NA,NA,NA,0.07,NA,NA,NA,NA,NA
"5834",1666891920000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9553,4.425,NA,3.45,NA,2.6421,1.236,0.53,0.235,0.12,0.06,NA,NA,NA,NA,NA
"5835",1666891980000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,4.37,NA,NA,3,2.6267,NA,0.53,0.24,NA,0.07,NA,NA,NA,NA,NA
"5836",1666892040000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.85,NA,3,2.6233,1.2178,0.52,0.23,NA,NA,NA,0.02,NA,NA,NA
"5837",1666892100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.73,NA,NA,NA,8.65,NA,NA,NA,NA,NA,4.89,NA,3.9,NA,NA,2.6208,NA,0.52,0.24,NA,NA,NA,0.02,NA,NA,NA
"5838",1666892160000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3529,NA,NA,3.0467,2.6163,1.2048,0.5209,0.24,NA,0.06,NA,0.02,NA,NA,NA
"5839",1666892220000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.67,NA,NA,NA,NA,NA,7.25,NA,5.99,NA,4.8444,4.328,3.8489,NA,2.97,2.5912,1.1927,0.52,0.23,NA,NA,NA,NA,0.01,NA,NA
"5840",1666892280000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,4.36,NA,3.4,3,2.608,1.22,0.53,NA,NA,NA,0.04,NA,NA,NA,NA
"5841",1666892340000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.315,4.8046,4.29,3.7938,3.3667,2.95,2.572,1.1805,0.515,0.23,0.12,NA,NA,NA,NA,NA,NA
"5842",1666892400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7978,NA,NA,3.35,2.95,2.5455,1.1871,0.5167,0.22,NA,0.0685,NA,NA,NA,NA,NA
"5843",1666892460000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.05,5.4,4.85,NA,3.9,3.4,NA,2.6147,1.21,0.5234,0.24,NA,0.07,NA,NA,NA,NA,NA
"5844",1666892520000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,NA,NA,NA,NA,NA,NA,NA,5.97,NA,4.91,4.4493,3.945,3.4276,NA,2.6246,1.2394,0.53,NA,0.12,0.07,NA,NA,NA,NA,NA
"5845",1666892580000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.27,NA,NA,NA,NA,NA,5.4,4.8311,NA,3.85,NA,2.956,2.5999,1.21,0.5286,NA,NA,NA,NA,NA,NA,NA,NA
"5846",1666892640000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.86,NA,NA,3.39,2.99,2.58,1.2191,0.5368,0.25,NA,NA,NA,NA,NA,NA,NA
"5847",1666892700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.62,NA,NA,9.3,NA,NA,NA,6.57,NA,5.4,4.8368,NA,NA,NA,2.9882,2.6004,1.21,0.53,0.25,NA,NA,NA,NA,NA,NA,NA
"5848",1666892760000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.525,NA,NA,NA,NA,NA,NA,NA,NA,5.301,4.7871,4.25,3.7875,3.3,NA,2.551,1.2,0.5281,NA,NA,NA,NA,NA,NA,NA,NA
"5849",1666892820000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.76,4.25,NA,3.3,NA,2.5463,1.185,0.52,0.234,0.13,NA,NA,NA,NA,NA,NA
"5850",1666892880000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.77,4.28,3.75,NA,NA,2.5533,1.1775,0.5283,0.24,NA,NA,NA,NA,NA,NA,NA
"5851",1666892940000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.47,7.7457,NA,NA,NA,NA,NA,NA,NA,NA,2.93,2.55,1.192,0.525,0.24,NA,NA,NA,NA,NA,NA,NA
"5852",1.666893e+12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,4.7293,4.2,3.7625,3.3487,NA,2.5375,1.1813,0.524,NA,NA,NA,NA,NA,NA,NA,NA
"5853",1666893060000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2475,4.7,4.2,3.75,3.3,NA,2.5243,NA,0.518,0.23,NA,NA,NA,NA,NA,NA,NA
"5854",1666893120000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,4.7382,NA,NA,3.29,NA,2.521,1.1713,0.52,0.2317,0.12,NA,NA,NA,NA,NA,NA
"5855",1666893180000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.05,NA,NA,NA,4.75,NA,3.75,3.3,NA,2.5533,1.191,0.5214,NA,NA,NA,NA,NA,NA,NA,NA
"5856",1666893240000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,4.7375,NA,3.75,NA,NA,2.534,1.1813,0.528,0.23,NA,NA,NA,NA,NA,NA,NA
"5857",1666893300000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7875,4.3,NA,NA,NA,2.566,1.2143,0.5303,NA,NA,NA,NA,NA,NA,NA,NA
"5858",1666893360000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2192,4.679,4.18,3.7,3.275,2.8925,2.5063,1.17,0.5073,NA,NA,NA,NA,NA,NA,NA,NA
"5859",1666893420000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.65,NA,NA,5.75,5.2017,4.67,4.1567,3.7,NA,2.84,2.484,NA,0.5065,NA,NA,NA,NA,NA,NA,NA,NA
"5860",1666893480000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.65,NA,NA,5.75,NA,4.6656,4.154,NA,3.24,2.84,2.4833,1.1625,0.5025,0.23,NA,NA,NA,NA,0.02,NA,NA
"5861",1666893540000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6898,4.2,NA,3.27,NA,2.5043,1.1546,0.501,NA,NA,NA,NA,0.03,NA,NA,NA
"5862",1666893600000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,4.7,4.23,NA,NA,2.88,2.5206,1.17,0.5106,NA,NA,NA,0.03,NA,NA,NA,NA
"5863",1666893660000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6.31,5.735,5.15,4.6525,NA,3.75,3.2833,2.85,2.4994,1.158,0.51,0.24,NA,NA,NA,NA,NA,NA,NA
"5864",1666893720000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6171,NA,NA,NA,5.1,4.64,NA,3.6975,3.2433,NA,2.4833,1.154,0.51,NA,NA,NA,NA,NA,NA,NA,NA
"5865",1666893780000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.55,NA,NA,NA,NA,4.65,NA,NA,3.232,2.8,2.45,1.1423,0.505,NA,NA,NA,NA,NA,NA,NA,NA
"5866",1666893840000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,4.6727,NA,NA,3.29,NA,2.5016,1.1778,0.5067,0.24,NA,0.07,NA,NA,NA,NA,NA
"5867",1666893900000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3983,NA,NA,NA,NA,5.2536,4.7,NA,NA,NA,NA,2.5167,1.1721,0.5207,0.24,0.12,NA,NA,NA,NA,NA,NA
"5868",1666893960000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.34,NA,NA,NA,NA,7.65,NA,6.4,5.8,NA,4.75,NA,3.75,NA,2.92,2.5356,NA,NA,0.24,0.12,0.0617,NA,NA,NA,NA,NA
"5869",1666894020000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,4.76,4.25,3.8,3.35,NA,2.5471,1.2014,0.5203,NA,0.1275,NA,NA,NA,NA,NA,NA
"5870",1666894080000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.55,NA,NA,NA,NA,NA,NA,5.83,5.25,4.7,NA,3.74,NA,NA,2.515,1.1811,0.53,NA,NA,NA,NA,NA,NA,NA,NA
"5871",1666894140000,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.35,NA,NA,NA,NA,NA,11.24,NA,NA,NA,NA,NA,NA,6.35,NA,5.225,4.65,4.2,NA,3.25,NA,2.5036,1.17,0.515,0.24,NA,0.07,NA,NA,NA,NA,NA
"5872",1666894200000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2667,NA,9.68,8.92,NA,NA,NA,NA,NA,5.15,4.6186,4.1,3.67,3.2,2.85,2.4962,1.1573,0.5125,0.24,NA,NA,NA,NA,NA,NA,NA
"5873",1666894260000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.31,14.45,NA,NA,NA,NA,NA,NA,8.85,NA,NA,NA,NA,5.6,5.0914,4.525,4.09,3.5875,3.195,2.8071,2.4071,1.148,0.5006,0.2333,NA,NA,NA,NA,NA,NA,NA
"5874",1666894320000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05,NA,NA,NA,3.1531,2.77,2.4593,1.1499,0.5017,0.22,0.13,0.06,NA,NA,NA,NA,NA
"5875",1666894380000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.15,4.61,4.1,3.6,NA,2.81,2.4608,1.1479,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"5876",1666894440000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.95,8.2,NA,NA,NA,NA,5.1,4.615,4.11,3.65,NA,2.82,2.4457,1.145,0.5186,NA,NA,NA,NA,NA,NA,NA,NA
"5877",1666894500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,NA,NA,4.64,NA,3.65,NA,NA,2.47,1.1551,0.5183,0.23,NA,0.07,NA,NA,NA,NA,NA
"5878",1666894560000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,5.1013,4.6,NA,NA,NA,2.82,2.444,1.1332,0.5005,NA,NA,NA,NA,NA,NA,NA,NA
"5879",1666894620000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,NA,NA,9.6,NA,NA,NA,NA,NA,NA,NA,4.6,4.1,NA,3.2,NA,2.455,1.145,NA,0.24,0.11,NA,NA,0.03,NA,NA,NA
"5880",1666894680000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,NA,5.2,4.668,NA,3.695,3.2286,2.85,2.4971,1.1688,0.51,0.24,NA,0.07,NA,NA,NA,NA,NA
"5881",1666894740000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.87,NA,NA,NA,NA,NA,NA,NA,NA,6.355,NA,5.24,4.705,4.1995,3.73,3.28,2.8731,2.5143,1.1847,0.53,NA,NA,NA,NA,NA,NA,NA,NA
"5882",1666894800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,4.79,4.15,3.73,3.2629,2.86,2.535,1.1937,0.5113,0.24,0.13,NA,NA,NA,NA,0.01,NA
"5883",1666894860000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,NA,NA,NA,NA,3.75,3.3,2.89,2.5278,1.1715,0.5296,0.24,0.13,NA,NA,NA,NA,NA,NA
"5884",1666894920000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.86,NA,4.735,4.25,NA,3.326,NA,2.5283,1.1889,0.5252,0.2348,NA,NA,NA,NA,NA,NA,NA
"5885",1666894980000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.31,NA,NA,NA,NA,NA,NA,NA,5.83,5.25,4.75,4.25,3.75,NA,NA,2.5249,1.1816,0.52,0.24,NA,0.07,NA,0.03,NA,NA,NA
"5886",1666895040000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7937,4.25,NA,3.335,2.97,2.5506,1.21,0.53,0.2308,0.13,NA,NA,NA,NA,NA,NA
"5887",1666895100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.39,NA,NA,9.1,NA,NA,NA,NA,5.8,NA,4.8,NA,NA,NA,NA,2.578,1.2091,0.53,0.245,NA,NA,NA,NA,NA,NA,NA
"5888",1666895160000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.295,4.77,4.3,3.8167,3.345,2.9357,2.5967,1.22,0.5345,0.24,NA,NA,0.04,NA,NA,NA,NA
"5889",1666895220000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.47,NA,5.3444,4.85,4.318,3.87,3.4,2.9735,2.61,1.222,0.534,0.24,0.13,NA,NA,NA,0.02,NA,NA
"5890",1666895280000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.51,NA,NA,NA,NA,NA,NA,NA,NA,5.39,4.842,4.3475,3.85,NA,3.0144,2.6233,1.236,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5891",1666895340000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.95,5.3963,4.8571,NA,NA,NA,3.0148,2.6359,1.2201,0.5404,0.2483,NA,NA,NA,NA,NA,NA,NA
"5892",1666895400000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.54,NA,NA,9.125,8.5,7.8,NA,NA,5.85,5.3543,4.8167,NA,3.812,3.35,2.9967,2.5933,1.235,0.546,0.25,NA,NA,NA,0.02,NA,NA,NA
"5893",1666895460000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,NA,NA,NA,3.8,NA,NA,2.5625,1.2167,0.53,0.245,0.13,0.07,NA,NA,NA,NA,NA
"5894",1666895520000,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.55,NA,NA,13.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.57,NA,5.35,4.8338,NA,3.8692,3.405,3,2.5783,1.2365,0.53,0.25,0.13,NA,NA,NA,NA,NA,NA
"5895",1666895580000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3733,4.8623,4.35,3.8979,NA,NA,2.6381,1.2483,0.55,0.24,0.13,0.07,NA,NA,NA,NA,NA
"5896",1666895640000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.12,NA,5.92,5.39,4.8053,NA,NA,3.4,3,2.615,1.2303,0.5435,0.25,0.13,NA,NA,NA,NA,NA,NA
"5897",1666895700000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3,4.7583,NA,NA,NA,NA,2.5767,1.22,0.5283,0.25,0.13,0.07,NA,NA,NA,NA,NA
"5898",1666895760000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.25,4.74,4.21,NA,NA,NA,2.57,1.205,0.5317,0.25,0.12,NA,NA,NA,NA,NA,NA
"5899",1666895820000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7023,NA,3.7586,3.33,NA,2.5538,1.2,0.5217,0.25,NA,NA,NA,NA,NA,NA,NA
"5900",1666895880000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5617,1.208,0.5386,NA,0.13,NA,NA,NA,NA,NA,NA
